chrom	start	end	cpg_label	summary_label	compare_label	background_category	category_pop_count	category_pop_freq	asm_fishers_pvalue	mean_hap1_methyl	mean_hap2_methyl	mean_meth_delta	mean_abs_meth_delta_zscore	mean_combined_methyl	mean_combined_methyl_delta	mean_combined_methyl_zscore	num_phased_cpgs	num_partial_cpgs	num_unphased_cpgs	median_total_coverage	median_hap1_coverage	median_hap2_coverage
chr2	206718397	206719396	promoter_DYTN_HGNC:23279	Unmethylated	HypoMethylated	MALE	0	0.0	0.0001084694256654514	0.0	0.31135531135531136	0.31135531135531136	1.5386395633860095	0.07743589743589745	-0.6866996355641026	-4.088230451369474	3	0	0	26	12	14
chr2	208163590	208164589	promoter_CRYGA_HGNC:2408	Unmethylated	HypoMethylated	MALE	0	0.0	9.092176865597586e-8	0.03181818181818182	0.409090909090909	0.37727272727272726	1.717231791953034	0.13888888888888887	-0.7069711891111111	-6.793406325079615	6	0	0	22	11	11
chr2	210555599	210556598	promoter_CPS1_HGNC:2323	AlleleSpecificMethylation	HyperASM	MALE	2	0.012987012987012988	1.1374495915857167e-13	0.9333333333333333	0.0	-0.9333333333333333	9.243617673190322	0.4464285714285714	-0.4881766255714286	-9.040610908836548	2	0	0	28	15	13
chr2	230925243	230926242	promoter_GPR55_HGNC:4511	Unmethylated	HypoMethylated	MALE	0	0.0	1.0	0.0	0.0	0.0	-1.4045254733569352	0.0043873152709359604	-0.4951223487290641	-4.670163299297615	16	0	0	27	14	12
chr2	231394710	231395709	promoter_B3GNT7_HGNC:18811	Unmethylated	HypoMethylated	MALE	25	0.16233766233766234	4.989653106601252e-9	0.07638888888888888	0.0	-0.07638888888888888	0.11985289760951824	0.0023148148148148147	-0.24136076418518518	-5.165505587671781	48	0	0	18	6	8
chr2	232377751	232378750	promoter_ALPP_HGNC:439	Unmethylated	HypoMethylated	MALE	0	0.0	1.0					0.16064671482628137	-0.7374376791737186	-10.160357761532088	0	19	0	18	0	0
chr2	240905336	240906335	promoter_CROCC2_HGNC:51677	AlleleSpecificMethylation	HyperASM	MALE	1	0.006493506493506494	2.2721131367364626e-45	0.8166666666666668	0.20727272727272722	-0.6093939393939393	4.582639084504391	0.48952569169960475	-0.28159692330039526	-3.1229119753437558	25	0	0	20	9	11
chr2	241858895	241859894	promoter_PDCD1_HGNC:8760	Unmethylated	HypoMethylated	MALE	5	0.032467532467532464	0.00003045944686437839	0.024675324675324677	0.10746753246753246	0.08279220779220778	-0.5476343197710584	0.029870129870129873	-0.3786863151298701	-3.716358880576847	28	0	0	20	10	10
chr3	16173680	16174679	promoter_GALNT15_HGNC:21531	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	5.7365575547113766e-27	0.13333333333333333	0.768595041322314	0.6352617079889807	4.877514393340955	0.40203962703962703	-0.37167095796037297	-3.6336015541686595	11	0	0	25	14	11
chr3	46369946	46370945	promoter_CCR5_HGNC:1606	Unmethylated	HypoMethylated	MALE	3	0.01948051948051948	0.2569169960474559	0.0	0.020833333333333332	0.020833333333333332	-1.0889621258835793	0.01953125	-0.527403876	-3.8350853014433435	8	0	0	32	14	18
chr3	46576788	46577787	promoter_CRIPTO_HGNC:11701	AlleleSpecificMethylation	HyperASM	MALE	1	0.006493506493506494	2.3190908318744482e-43	0.13406593406593403	0.6737500000000001	0.5396840659340659	3.9060751056125578	0.2496861025111799	-0.13853319448882012	-1.314525065386413	40	0	0	19	14	5
chr3	46717870	46718869	promoter_PRSS50_HGNC:17910	AlleleSpecificMethylation	Uncategorized	MALE	2	0.012987012987012988	9.85612448085113e-28	0.7724867724867726	0.268724279835391	-0.5037624926513814	2.9221631166604807	0.49782135076252726	0.11902913876252724	0.8728619824176418	27	0	0	17	7	10
chr3	48222495	48223494	promoter_CAMP_HGNC:1472	Unmethylated	HypoMethylated	MALE	0	0.0	0.05187370671729636	0.11480186480186479	0.04924242424242425	-0.06555944055944056	-0.8909963806609291	0.06830572808833678	-0.5178865549116632	-3.8586083866096006	12	0	0	22	12	10
chr3	48430087	48431086	promoter_PLXNB1_HGNC:9103	AlleleSpecificMethylation	Uncategorized	MALE	7	0.045454545454545456	1.3784404020627793e-11	0.0	0.6	0.6	2.7203481054482164	0.32545454545454544	0.09195263745454543	0.7173079241931524	10	0	0	10	4	6
chr3	49191859	49192858	promoter_CIMIP7_HGNC:44666	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	1.461553759315891e-8	1.0	0.36363636363636365	-0.6363636363636364	3.5955875964082997	0.7393790849673203	-0.1660735640326797	-2.02623005743135	4	0	0	17	7	10
chr3	52244759	52245758	promoter_PPM1M_HGNC:26506	Unmethylated	HypoMethylated	MALE	15	0.09740259740259741	8.395770750871334e-11	0.0	0.11206896551724138	0.11206896551724138	1.7699262564065985	0.022836538461538464	-0.21245253253846152	-6.713164560641226	58	6	0	13	5	4
chr3	98063472	98064471	promoter_OR5AC1_HGNC:15047	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.04549510708916636	0.16666666666666669	0.05333333333333333	-0.11333333333333333	-0.16432494465202374	0.1407407407407407	-0.6140095052592592	-5.92561218645296	5	0	0	27	12	15
chr3	98263244	98264243	promoter_OR5H6_HGNC:14767	Unmethylated	HypoMethylated	MALE	0	0.0	0.20204151216807975	0.025	0.125	0.1	-0.3685804351334597	0.025	-0.70417482	-5.427790177190696	5	0	0	16	8	8
chr3	98462201	98463200	promoter_OR5K1_HGNC:8349	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	1.1010728548156845e-20	0.9174291938997821	0.4023199023199024	-0.5151092915798798	5.286289711587941	0.7006144393241168	-0.1737000126758832	-2.4221744079217955	9	0	0	30	16	14
chr3	98496681	98497680	promoter_OR5K2_HGNC:14774	AlleleSpecificMethylation	HyperASM	MALE	1	0.006493506493506494	5.836640650021557e-20	0.025	0.7076923076923076	0.6826923076923077	5.492707611607749	0.2827586206896552	-0.4907256883103448	-4.719984875201022	5	0	0	29	16	13
chr3	98530978	98531977	promoter_GPR15_HGNC:4469	Unmethylated	HypoMethylated	MALE	0	0.0	1.0					0.08383574837559657	-0.7092657066244034	-7.5141520808496525	0	0	5	32	0	0
chr3	100993422	100994421	promoter_ABI3BP_HGNC:17265	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	2.2973808367208645e-26	0.1696969696969697	0.7272727272727274	0.5575757575757577	5.100450720584328	0.43821080662015033	-0.26460283437984966	-2.8749498791088883	11	0	0	30	16	14
chr3	101677133	101678132	promoter_ZBTB11_HGNC:16740	Unmethylated	HypoMethylated	MALE	0	0.0	1.1713778947684859e-6	0.15621693121693123	0.2627525252525253	0.10653559403559404	1.4060704239043165	0.19796138018360238	-0.20926602381639764	-6.684837506244619	36	0	0	25	14	10
chr3	119559615	119560614	promoter_CD80_HGNC:1700	Unmethylated	HypoMethylated	MALE	0	0.0	1.0	0.0	0.0	0.0	-1.226053838887117	0.0	-0.549579025	-6.651759648808544	13	0	0	23	13	10
chr3	119596885	119597884	promoter_PLA1A_HGNC:17661	Unmethylated	HypoMethylated	MALE	0	0.0	0.035933103285684054	0.05	0.24000000000000005	0.19	0.7941334638398511	0.06666666666666668	-0.7656455573333334	-7.614876368493504	5	0	0	17	7	10
chr3	122054362	122055361	promoter_CD86_HGNC:1705	Unmethylated	HypoMethylated	MALE	0	0.0	1.0	0.05555555555555555	0.04545454545454545	-0.010101010101010104	-1.1743240948943177	0.044653371320037986	-0.46624716867996197	-4.823301292072885	6	0	0	26	15	11
chr3	122324248	122325247	promoter_CSTA_HGNC:2481	Methylated	HyperMethylated	MALE	1	0.006493506493506494	0.7318859211436461	0.953125	0.9272727272727274	-0.02585227272727271	-1.034086272151878	0.9119152046783625	0.5248639406783625	3.3442311361469597	8	0	0	18	8	10
chr3	122576650	122577649	promoter_PARP15_HGNC:26876	Unmethylated	HypoMethylated	MALE	0	0.0	0.0001334582207275453	0.05494505494505496	0.19642857142857142	0.14148351648351648	1.4084162282438224	0.11417582417582418	-0.25780730282417585	-6.239106897490042	14	0	0	26	13	13
chr3	129059779	129060778	promoter_GP9_HGNC:4444	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	1.0					0.07024793388429752	-0.5808067911157024	-5.799559956700544	0	22	0	11	0	0
chr3	129277870	129278869	promoter_HMCES_HGNC:24446	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.00019395805742633811	0.0	0.0364741641337386	0.0364741641337386	0.010509791610519346	0.003989361702127659	-0.2894206742978723	-8.55765636722131	47	0	0	17	7	6
chr3	132596270	132597269	promoter_ACKR4_HGNC:1611	AlleleSpecificMethylation	Uncategorized	MALE	9	0.05844155844155844	0.000059110229831322554	0.23529411764705882	0.9411764705882353	0.7058823529411764	2.5293964276964354	0.7058823529411765	-0.019365255058823472	-0.11792017311210597	1	0	0	34	17	17
chr3	141367504	141368503	promoter_ZBTB38_HGNC:26636	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	2.3637461152127113e-95	1.0	0.21551427588579286	-0.7844857241142071	6.0528980527406855	0.6119095365418895	-0.11741173045811049	-1.3788068156901896	17	0	0	32	14	18
chr3	146605347	146606346	promoter_PLSCR5_HGNC:19952	AlleleSpecificMethylation	Uncategorized	MALE	17	0.11038961038961038	6.552816088892992e-12	0.125	0.8461538461538461	0.7211538461538461	2.784976108275934	0.6002964426877471	-0.14728029031225298	-1.4187450697887491	4	0	0	22	10	12
chr3	151203217	151204216	promoter_GPR171_HGNC:30057	AlleleSpecificMethylation	Uncategorized	MALE	10	0.06493506493506493	0.008321606154423499	0.14285714285714285	0.75	0.6071428571428572	1.9219311035271305	0.13636363636363635	-0.29820144563636364	-1.7225888323337646	1	0	0	22	14	8
chr3	151278543	151279542	promoter_P2RY14_HGNC:16442	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	4.865711362475302e-13	0.16666666666666669	0.7261904761904763	0.5595238095238095	4.543273511889873	0.4467745718977247	-0.08056386910227537	-0.8468643881853729	7	0	0	29	12	12
chr3	151872643	151873642	promoter_SUCNR1_HGNC:4542	Unmethylated	HypoMethylated	MALE	0	0.0	1.0	0.26666666666666666	0.2	-0.06666666666666665	-0.7442786653787493	0.07142857142857142	-0.7228490715714286	-6.136085812881346	1	0	0	28	15	10
chr3	165837424	165838423	promoter_BCHE_HGNC:983	Unmethylated	HypoMethylated	MALE	0	0.0	1.0					0.16304347826086957	-0.38148517673913046	-3.888293029592716	0	0	4	23	0	0
chr3	174858334	174859333	promoter_NAALADL2_HGNC:23219	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.6418282391587549	0.05555555555555555	0.1272727272727273	0.07171717171717172	-0.7027521575394089	0.029644268774703556	-0.6746777062252964	-7.073912627585054	3	0	0	23	6	11
chr3	186639399	186640398	promoter_FETUB_HGNC:3658	AlleleSpecificMethylation	HyperASM	MALE	8	0.05194805194805195	0.0013986013986014025	0.0	0.8888888888888888	0.8888888888888888	5.270988477802665	0.47619047619047616	-0.45103433380952385	-5.948945784070575	1	0	0	21	6	9
chr3	189170971	189171970	promoter_TPRG1_HGNC:24759	AlleleSpecificMethylation	HyperASM	MALE	2	0.012987012987012988	1.1126626058834646e-6	0.7666666666666666	0.1	-0.6666666666666667	4.416912777266967	0.3251851851851852	-0.5091452998148147	-4.7718352802065045	2	0	0	26	11	15
chr3	189630389	189631388	promoter_TP63_HGNC:15979	Unmethylated	HypoMethylated	MALE	0	0.0	1.3653423728412226e-7	0.2878787878787879	0.05952380952380953	-0.2283549783549784	0.6064138393300108	0.10666666666666667	-0.3763678793333333	-3.648538860704224	12	0	0	25	11	14
chr3	191330527	191331526	promoter_UTS2B_HGNC:30894	Unmethylated	HypoMethylated	MALE	0	0.0	1.0	0.037500000000000006	0.03314393939393939	-0.004356060606060612	-1.1839930217071362	0.013888888888888888	-0.7837284141111112	-11.671607136943319	16	0	0	18	5	11
chr4	15938741	15939740	promoter_FGFBP1_HGNC:19695	Unmethylated	HypoMethylated	MALE	6	0.03896103896103896	1.0	0.0	0.0	0.0	-1.2735707282657833	0.020833333333333332	-0.3337385156666667	-3.839417480752803	4	0	0	24	8	15
chr4	39032410	39033409	promoter_TMEM156_HGNC:26260	Unmethylated	HypoMethylated	MALE	0	0.0	0.00026310927846813275	0.4702380952380952	0.08522727272727273	-0.38501082251082247	2.059395674346815	0.027046783625730993	-0.754557100374269	-6.6038168028073345	4	0	0	19	6	12
chr4	40196031	40197030	promoter_RHOH_HGNC:686	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.13935675302789968	0.027591973244147156	0.010230179028132991	-0.017361794216014165	-1.0501991449962065	0.026486756621689152	-0.41888940637831085	-4.752938433302587	23	0	0	30	13	17
chr4	44651626	44652625	promoter_YIPF7_HGNC:26825	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	0.00415526502483029	0.6	0.058823529411764705	-0.5411764705882353	7.229448874611014	0.14285714285714285	-0.7857085161428572	-9.665051665677483	1	0	0	35	10	17
chr4	47484275	47485274	promoter_ATP10D_HGNC:13549	Unmethylated	HypoMethylated	MALE	2	0.012987012987012988	0.10940198059614244	0.07999999999999999	0.05060606060606061	-0.02939393939393939	-0.48452940809226513	0.04744086021505378	-0.2360093397849462	-6.254617793310983	25	0	0	30	19	12
chr4	64409451	64410450	promoter_TECRL_HGNC:27365	Unmethylated	HypoMethylated	MALE	0	0.0	0.039514416693410305	0.08333333333333333	0.34615384615384615	0.2628205128205128	0.7518752691824522	0.13731060606060608	-0.5970905739393939	-5.75253757233604	2	0	0	32	12	13
chr4	68951805	68952804	promoter_UGT2A3_HGNC:28528	AlleleSpecificMethylation	Uncategorized	MALE	30	0.19480519480519481	8.046136554202337e-9	0.054093567251461985	0.8333333333333333	0.7792397660818713	2.1271095858646736	0.17011494252873563	-0.43076905047126435	-2.5306679478942704	2	0	0	29	18	9
chr4	70153237	70154236	promoter_PRR27_HGNC:33193	Unmethylated	HypoMethylated	MALE	0	0.0	0.000018001431060651515	0.40909090909090906	0.07199754901960784	-0.33709336007130125	2.4351151135256117	0.1270845472041245	-0.6464902997958755	-7.773796091722495	4	0	0	28	12	16
chr4	70194725	70195724	promoter_ODAM_HGNC:26043	Unmethylated	HypoMethylated	MALE	0	0.0	0.0005768460256693961	0.0	0.26992753623188404	0.26992753623188404	2.065633428479115	0.1687462863933452	-0.7016475686066548	-10.96001587730361	3	0	0	34	10	23
chr4	70225124	70226123	promoter_FDCSP_HGNC:19215	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.5044279782831722	0.175	0.13406593406593406	-0.040934065934065934	-1.0901273743707047	0.14206896551724138	-0.6243385244827586	-4.890953886891058	5	0	0	30	16	14
chr4	70241597	70242596	promoter_CSN3_HGNC:2446	AlleleSpecificMethylation	Uncategorized	MALE	2	0.012987012987012988	2.720707996457583e-9	0.12030075187969924	0.6346153846153846	0.5143146327356853	2.4293531710901695	0.3283613445378151	-0.523048760462185	-5.585607456376841	4	1	0	32	19	13
chr4	70517569	70518568	promoter_AMTN_HGNC:33188	AlleleSpecificMethylation	Uncategorized	MALE	6	0.03896103896103896	7.73596516586828e-9	0.1746031746031746	0.7682957393483709	0.5936925647451963	2.633869971340313	0.5803571428571428	-0.11786362414285723	-1.0495152885558474	4	0	0	28	8	19
chr4	70627744	70628743	promoter_ENAM_HGNC:3344	AlleleSpecificMethylation	HyperASM	MALE	10	0.06493506493506493	6.8150826383275635e-12	0.13888888888888887	1.0	0.8611111111111112	3.7735987607214425	0.5763157894736842	-0.22803629352631583	-1.5259405513121698	3	0	0	20	12	8
chr4	71784080	71785079	promoter_GC_HGNC:4187	Unmethylated	HypoMethylated	MALE	0	0.0	0.07796672466179418	0.22727272727272727	0.5	0.2727272727272727	0.7115583414822994	0.18	-0.588039239	-4.328809369321163	2	0	0	25	11	14
chr4	73982028	73983027	promoter_PF4_HGNC:8861	AlleleSpecificMethylation	Uncategorized	MALE	2	0.012987012987012988	2.3167074774405904e-13	0.7142857142857143	0.17857142857142858	-0.5357142857142857	2.699968005423341	0.4453439153439153	-0.03799562865608469	-0.38324902807288935	14	0	0	27	7	6
chr4	73988191	73989190	promoter_PPBP_HGNC:9240	AlleleSpecificMethylation	HyperASM	MALE	5	0.032467532467532464	5.026947922431603e-15	1.0	0.075	-0.925	5.5786536481382285	0.22333333333333333	-0.4137684086666667	-4.130948203834976	5	0	0	20	5	8
chr4	76007510	76008509	promoter_CXCL9_HGNC:7098	Unmethylated	HypoMethylated	MALE	0	0.0	0.3786297510206502	0.2	0.07142857142857142	-0.1285714285714286	0.1977962152543151	0.14705882352941177	-0.7846382754705882	-10.021593340420331	2	0	0	17	10	7
chr4	99435343	99436342	promoter_ADH7_HGNC:256	AlleleSpecificMethylation	HyperASM	MALE	1	0.006493506493506494	1.896819089250045e-12	0.4526315789473684	0.9538461538461538	0.5012145748987855	3.9874319177262807	0.7017045454545455	-0.20086856354545446	-2.7579443465375673	5	0	0	32	19	13
chr4	119134832	119135831	promoter_MYOZ2_HGNC:1330	Unmethylated	HypoMethylated	MALE	0	0.0	0.5422981060887185	0.24242424242424243	0.16666666666666666	-0.07575757575757576	-0.9098569230764181	0.09523809523809523	-0.6096145697619048	-4.098456790153693	3	0	0	21	11	10
chr4	121164322	121165321	promoter_TNIP3_HGNC:19315	Methylated	HyperMethylated	MALE	8	0.05194805194805195	0.4745762711864051	0.9821428571428571	1.0	0.017857142857142856	-1.120740010750449	0.9743083003952568	0.36339750839525686	3.0351171508568373	7	0	0	24	8	9
chr4	121952061	121953060	promoter_TRPC3_HGNC:12335	AlleleSpecificMethylation	HyperASM	MALE	2	0.012987012987012988	1.0082239394150016e-20	0.6883116883116883	0.09090909090909091	-0.5974025974025975	3.424607007124811	0.23804713804713806	-0.1488425079528619	-1.4059734136726787	11	0	0	28	7	14
chr4	149815844	149816843	promoter_IQCM_HGNC:53443	Unmethylated	HypoMethylated	MALE	0	0.0	0.43478260869566354	0.0	0.05	0.05	-0.8375003815804372	0.0625	-0.716493232	-5.856592319419813	2	0	0	24	13	10
chr4	151276161	151277160	promoter_PRSS48_HGNC:24635	AlleleSpecificMethylation	HyperASM	MALE	2	0.012987012987012988	3.730365068336995e-12	0.8488888888888889	0.09047619047619047	-0.7584126984126984	5.279348830614202	0.5190359477124182	-0.33934053728758173	-3.415427640450123	5	0	0	17	9	7
chr4	168091537	168092536	promoter_ANXA10_HGNC:534	AlleleSpecificMethylation	Uncategorized	MALE	7	0.045454545454545456	1.1297294063313107e-6	0.23076923076923075	0.8181818181818182	0.5874125874125875	2.2365344900482036	0.4861111111111111	-0.3479710298888889	-2.9048285006240673	3	0	0	24	13	11
chr4	168496052	168497051	promoter_PALLD_HGNC:17068	AlleleSpecificMethylation	HyperASM	MALE	1	0.006493506493506494	9.374828066009268e-8	0.0	0.5454545454545454	0.5454545454545454	3.593532461443209	0.35526315789473684	-0.4289436051052632	-2.999005724101575	4	0	0	19	8	11
chr5	9630352	9631351	promoter_TAS2R1_HGNC:14909	Unmethylated	HypoMethylated	MALE	0	0.0	0.14607090605738698	0.2730769230769231	0.16	-0.11307692307692307	0.26368717664543245	0.1044334975369458	-0.8117888634630542	-13.015607230066252	5	0	0	29	13	15
chr5	35938623	35939622	promoter_CAPSL_HGNC:28375	Unmethylated	HypoMethylated	MALE	0	0.0	0.6077519379845051	0.13257575757575757	0.041666666666666664	-0.09090909090909091	-0.3132202996799249	0.08712121212121213	-0.7776976688787879	-7.3888820855706925	2	0	0	23	11	11
chr5	36301903	36302902	promoter_RANBP3L_HGNC:26353	Unmethylated	HypoMethylated	MALE	0	0.0	0.18863088406883222	0.12361111111111112	0.058823529411764705	-0.0647875816993464	-0.614470235838269	0.06943213649096001	-0.39054171650903996	-3.886674261465621	5	0	0	35	18	17
chr5	41213533	41214532	promoter_C6_HGNC:1339	AlleleSpecificMethylation	Uncategorized	MALE	14	0.09090909090909091	0.000985221674876848	0.1	0.7894736842105263	0.6894736842105263	2.203398408217174	0.5517241379310345	-0.23190679406896553	-1.6022331315976563	1	0	0	29	10	19
chr5	54985594	54986593	promoter_ESM1_HGNC:3466	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	1.4386350191393314e-22	0.3820794590025359	0.9871794871794872	0.6051000281769513	4.0320252840959405	0.572575669944091	-0.0041951140559089994	-0.04021998049483688	13	0	0	20	14	6
chr5	55023256	55024255	promoter_GZMK_HGNC:4711	Unmethylated	HypoMethylated	MALE	0	0.0	1.0	0.1	0.10101010101010101	0.001010101010101009	-1.0960845019137606	0.07655502392344497	-0.781944504076555	-8.191674226099037	11	0	0	19	10	9
chr5	119355019	119356018	promoter_TNFAIP8_HGNC:17260	Unmethylated	HypoMethylated	MALE	22	0.14285714285714285	1.0					0.013957410921357783	-0.21789259207864223	-6.711554562809203	0	51	0	31	0	0
chr5	127702391	127703390	promoter_CCDC192_HGNC:49566	Methylated	HyperMethylated	MALE	6	0.03896103896103896	0.000014212121534006023	0.8563492063492063	1.0	0.14365079365079364	0.6198483272820926	0.9064800279085993	0.3111131459085993	3.706357897274599	7	0	0	36	19	14
chr5	132543523	132544522	promoter_IL5_HGNC:6016	Unmethylated	HypoMethylated	MALE	0	0.0	1.0					0.15238095238095242	-0.7441213706190476	-8.354415855260894	0	0	5	21	0	0
chr5	140785140	140786139	promoter_PCDHA1_HGNC:8663	AlleleSpecificMethylation	Uncategorized	MALE	5	0.032467532467532464	5.4046868397143665e-8	0.13333333333333333	0.65625	0.5229166666666667	2.299863745556576	0.41158424908424907	0.16609566108424906	1.5281666324430196	8	0	0	13	5	8
chr5	140826960	140827959	promoter_PCDHA6_HGNC:8672	AlleleSpecificMethylation	HyperASM	MALE	3	0.01948051948051948	7.544379635207404e-37	0.8846153846153846	0.0	-0.8846153846153846	5.376814673472744	0.5684523809523809	0.3395669579523809	2.7714385938224586	8	0	0	22	13	9
chr5	141244395	141245394	promoter_PCDHB15_HGNC:8686	Unmethylated	HypoMethylated	MALE	4	0.025974025974025976	0.07707761092909951	0.10542929292929293	0.15931372549019607	0.053884432560903146	-0.4687871437497367	0.1294176502509836	-0.20323090274901642	-3.5419206087506123	12	0	0	26	11	15
chr5	141363162	141364161	promoter_PCDHGA5_HGNC:8703	AlleleSpecificMethylation	HyperASM	MALE	2	0.012987012987012988	7.779568997362078e-13	0.7172619047619047	0.0	-0.7172619047619047	3.956889141118943	0.4118181818181818	0.2376986818181818	2.318838646373134	8	2	0	11	6	5
chr5	141411987	141412986	promoter_PCDHGA10_HGNC:8697	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	4.0493678711820115e-16	0.78	0.0	-0.78	5.481185402185064	0.3281045751633987	0.21941267716339868	3.273441231748318	5	0	0	18	6	12
chr5	147831672	147832671	promoter_SPINK1_HGNC:11244	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.00006423496328439845	0.3230769230769231	0.046153846153846156	-0.27692307692307694	0.43374100980675095	0.10184615384615384	-0.5752611031538462	-3.6698814983453616	5	0	0	26	13	13
chr5	148167546	148168545	promoter_SPINK14_HGNC:33825	Unmethylated	HypoMethylated	MALE	0	0.0	0.00010599413914071905	0.10416666666666666	0.34374999999999994	0.23958333333333334	-0.6991857890388674	0.15445402298850575	-0.48780095801149426	-3.225249757756279	8	0	0	29	12	12
chr5	149063063	149064062	promoter_SH3TC2_HGNC:29427	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	5.770821005816054e-14	0.13444444444444445	0.6481818181818182	0.5137373737373737	3.524190897028125	0.4284711779448621	-0.24800481505513794	-2.2488708602832945	10	0	0	21	10	11
chr5	150507131	150508130	promoter_NDST1_HGNC:7680	Methylated	HyperMethylated	MALE	4	0.025974025974025976	1.0	0.9907407407407408	0.9916666666666667	0.0009259259259259319	-1.2367209015420815	0.982873851294904	0.423984636294904	3.6904256140599307	12	0	0	20	9	10
chr5	153489670	153490669	promoter_GRIA1_HGNC:4571	Unmethylated	HypoMethylated	MALE	8	0.05194805194805195	0.6445679789979912	0.06410256410256411	0.047303921568627456	-0.016798642533936644	-1.041362565414301	0.054090354090354086	-0.2426921409096459	-4.013805439003982	13	0	0	30	13	17
chr5	156326164	156327163	promoter_SGCD_HGNC:10807	AlleleSpecificMethylation	HyperASM	MALE	1	0.006493506493506494	1.1870564036067146e-35	0.9662004662004662	0.2692307692307692	-0.696969696969697	5.09354779558527	0.6542799305957201	0.1271186325957201	1.3338182704232742	13	0	0	20	11	9
chr6	291487	292486	promoter_DUSP22_HGNC:16077	AlleleSpecificMethylation	Uncategorized	MALE	115	0.7467532467532467	0.0	0.0070078920653633275	0.6286472148541115	0.621639322788748	-0.13000161504451996	0.227726201002063	-0.054849172997936985	-0.31893410856832505	87	0	0	39	26	13
chr6	3848373	3849372	promoter_FAM50B_HGNC:18789	AlleleSpecificMethylation	Uncategorized	MALE	145	0.9415584415584416	6.425167967372252e-149	0.8872445384073291	0.18459302325581395	-0.7026515151515154	-0.6432572854444353	0.4798595995468489	-0.07919373645315103	-0.9055473950469436	43	0	0	29	12	17
chr6	6587720	6588719	promoter_LY86_HGNC:16837	Unmethylated	HypoMethylated	MALE	2	0.012987012987012988	1.0	0.0	0.0	0.0	-1.424168114298707	0.0	-0.595025829	-4.001148683284843	10	0	0	26	14	12
chr6	10838540	10839539	promoter_MAK_HGNC:6816	Unmethylated	HypoMethylated	MALE	14	0.09090909090909091	0.5042567649563111	0.013333333333333332	0.024	0.010666666666666668	-1.1121729260256086	0.010526315789473684	-0.24069372721052631	-6.332356380164657	25	0	0	18	9	9
chr6	11111726	11112725	promoter_ERVFRD-1_HGNC:33823	Methylated	HyperMethylated	MALE	0	0.0	1.0					0.8240000000000001	0.46207029200000005	3.752908473802402	0	0	10	25	0	0
chr6	24773937	24774936	promoter_GMNN_HGNC:17493	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.08676549199245895	0.0	0.011278195488721802	0.011278195488721802	-1.1789954669928586	0.006864988558352402	-0.32088503944164765	-5.228877692863494	38	0	0	23	9	14
chr6	24935961	24936960	promoter_RIPOR2_HGNC:13872	Unmethylated	HypoMethylated	MALE	8	0.05194805194805195	0.00001148969117919038	0.0	0.26	0.26	1.4371635267695022	0.05014139755519066	-0.3213101364448094	-3.0123058745406155	10	0	0	28	5	9
chr6	25874244	25875243	promoter_SLC17A3_HGNC:10931	Methylated	HyperMethylated	MALE	1	0.006493506493506494	0.22064439298129188	0.8529411764705883	0.9642857142857143	0.11134453781512604	0.36262014443614604	0.9343715239154616	0.44782385391546164	6.976120101693604	2	0	0	30	17	13
chr6	27138282	27139281	promoter_H4C9_HGNC:4793	Unmethylated	HypoMethylated	MALE	0	0.0	0.8109063765086701	0.21428571428571427	0.19727891156462585	-0.017006802721088437	-0.7697104331659589	0.1454831932773109	-0.38533001572268905	-10.904618192429899	7	0	0	17	8	7
chr6	28515794	28516793	promoter_GPX6_HGNC:4558	AlleleSpecificMethylation	HyperASM	MALE	1	0.006493506493506494	2.6300038163507917e-9	0.95	0.11388888888888889	-0.836111111111111	5.215257384934377	0.19288537549407114	-0.6050220065059289	-6.1668110277114065	5	0	0	19	4	6
chr6	29098490	29099489	promoter_OR2J1_HGNC:8259	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.8364071211841204	0.20238095238095236	0.18055555555555555	-0.02182539682539683	-1.0413885271836534	0.19058675892009225	-0.3231317020799077	-3.2795776456435446	6	0	0	25	14	11
chr6	29107058	29108057	promoter_OR2J3_HGNC:8261	Unmethylated	HypoMethylated	MALE	0	0.0	0.004758712643000797	0.3	0.0	-0.3	0.11407726558128083	0.174901185770751	-0.5149433392292491	-3.136561471910454	2	0	0	22	10	12
