Chromosome/scaffold name	Gene stable ID	Transcript stable ID	Transcript start (bp)	Transcript end (bp)	RefSeq mRNA ID	RefSeq mRNA predicted ID	RefSeq ncRNA ID
12	ENSG00000066084	ENST00000301180	50505107	50748667	NM_173602	XM_017019703	
12	ENSG00000066084	ENST00000301180	50505107	50748667	NM_173602	XM_006719520	
12	ENSG00000066084	ENST00000546719	50640805	50680282			
12	ENSG00000066084	ENST00000552328	50685848	50686892			
12	ENSG00000066084	ENST00000546732	50685886	50745095			
12	ENSG00000067715	ENST00000393240	78863993	79450279	NM_001135805		
12	ENSG00000067715	ENST00000261205	78864669	79452006	NM_005639	XM_011538710	
12	ENSG00000067715	ENST00000261205	78864669	79452006	NM_005639	XM_017019909	
12	ENSG00000067715	ENST00000457153	78864812	79452008	NM_001291901	XM_005269113	
12	ENSG00000067715	ENST00000457153	78864812	79452008	NM_001291901	XM_006719576	
12	ENSG00000067715	ENST00000552074	78868710	79285904			
12	ENSG00000067715	ENST00000549454	78868772	79217517			
12	ENSG00000067715	ENST00000547046	78964035	79285794			
12	ENSG00000067715	ENST00000549671	78977522	79285837			
12	ENSG00000067715	ENST00000551304	78977785	79285838			
12	ENSG00000067715	ENST00000552744	79045631	79450294	NM_001135806		
12	ENSG00000067715	ENST00000552624	79045705	79296124			
12	ENSG00000067715	ENST00000446242	79046318	79296139			
12	ENSG00000067715	ENST00000549559	79291799	79353542			
12	ENSG00000089053	ENST00000422342	121308245	121310394			
12	ENSG00000089053	ENST00000535641	121308332	121335609			
12	ENSG00000089053	ENST00000539079	121308357	121337393			
12	ENSG00000089053	ENST00000441917	121308357	121347883	NM_001137559		
12	ENSG00000089053	ENST00000534976	121308357	121352304			
12	ENSG00000089053	ENST00000541887	121308357	121352388	NM_001330489	XM_005253900	
12	ENSG00000089053	ENST00000261819	121308357	121352462	NM_016237		
12	ENSG00000089053	ENST00000535482	121308358	121331391		XM_017019423	
12	ENSG00000089053	ENST00000535482	121308358	121331391		XM_017019424	
12	ENSG00000089053	ENST00000544314	121308358	121335682			
12	ENSG00000089053	ENST00000545218	121317890	121337331			
12	ENSG00000089053	ENST00000366333	121318535	121321111			
12	ENSG00000089053	ENST00000535472	121326353	121337367			
12	ENSG00000089053	ENST00000538334	121326486	121335172			
12	ENSG00000089053	ENST00000535463	121328257	121328835			
12	ENSG00000089053	ENST00000538223	121328999	121337395			
12	ENSG00000089053	ENST00000539612	121330583	121342071			
12	ENSG00000089053	ENST00000541652	121335517	121347875			
12	ENSG00000089053	ENST00000544442	121335533	121352385			
12	ENSG00000089053	ENST00000536416	121345840	121352417			
12	ENSG00000089053	ENST00000539871	121345924	121352395			
12	ENSG00000089053	ENST00000536837	121345999	121399896			
12	ENSG00000089053	ENST00000545801	121346795	121352327			
12	ENSG00000155980	ENST00000455537	57549998	57586632	NM_004984		
12	ENSG00000155980	ENST00000286452	57550044	57584648			
12	ENSG00000155980	ENST00000552227	57581678	57582874			
12	ENSG00000089250	ENST00000317775	117208142	117361777	NM_001204213	XM_017019347	
12	ENSG00000089250	ENST00000317775	117208142	117361777	NM_000620	XM_017019347	
12	ENSG00000089250	ENST00000317775	117208142	117361777	NM_001204214	XM_017019347	
12	ENSG00000089250	ENST00000338101	117215259	117331074		XM_017019345	
12	ENSG00000089250	ENST00000338101	117215259	117331074		XM_017019346	
12	ENSG00000089250	ENST00000549189	117331433	117452170			
12	ENSG00000089250	ENST00000477584	117348035	117361629			
12	ENSG00000089250	ENST00000618760	117208144	117361802	NM_001204218	XM_011538398	
12	ENSG00000089250	ENST00000344089	117215281	117331079			
12	ENSG00000135677	ENST00000418919	64713445	64752871			
12	ENSG00000135677	ENST00000258145	64713449	64759447	NM_002076		
12	ENSG00000135677	ENST00000543646	64716462	64759406			
12	ENSG00000135677	ENST00000542058	64716475	64759431			
12	ENSG00000135677	ENST00000541781	64716609	64746238			
12	ENSG00000135677	ENST00000537823	64720039	64729154			
12	ENSG00000135677	ENST00000540196	64720051	64744890			
12	ENSG00000135677	ENST00000540883	64722833	64729218			
12	ENSG00000135677	ENST00000545273	64739404	64752971			
12	ENSG00000158104	ENST00000289004	121839527	121858859	NM_002150		
12	ENSG00000158104	ENST00000543163	121839530	121863596	NM_001171993		
12	ENSG00000158104	ENST00000542159	121848999	121857583			
12	ENSG00000158104	ENST00000535114	121856598	121858855			
12	ENSG00000134538	ENST00000256958	21131202	21239246	NM_006446		
12	ENSG00000198056	ENST00000552590	56731596	56752373			
12	ENSG00000198056	ENST00000338193	56731622	56752335	NM_000946		
12	ENSG00000198056	ENST00000549549	56738465	56743098			
12	ENSG00000198056	ENST00000550770	56741443	56752323			
12	ENSG00000198056	ENST00000550224	56743514	56752313			
12	ENSG00000198056	ENST00000546761	56746033	56752269			
12	ENSG00000198056	ENST00000548173	56746146	56752339			
12	ENSG00000198056	ENST00000552408	56746956	56751815			
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_011520835	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_017019891	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_017019900	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_017019893	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_017019895	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_017019896	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_011520834	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_011520837	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_017019901	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_017019897	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_017019892	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_017019899	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_017019898	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_017019890	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_001330785	XM_017019894	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_011520835	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_017019891	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_017019900	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_017019893	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_017019895	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_017019896	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_011520834	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_011520837	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_017019901	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_017019897	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_017019892	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_017019899	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_017019898	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_017019890	
12	ENSG00000134532	ENST00000546136	23529500	23896026	NM_152989	XM_017019894	
12	ENSG00000134532	ENST00000451604	23532352	23949703	NM_006940	XM_011520832	
12	ENSG00000134532	ENST00000451604	23532352	23949703	NM_006940	XM_017019902	
12	ENSG00000134532	ENST00000451604	23532352	23949703	NM_006940	XM_017019903	
12	ENSG00000134532	ENST00000537393	23533683	23949647		XM_011520838	
12	ENSG00000134532	ENST00000537393	23533683	23949647		XM_017019889	
12	ENSG00000134532	ENST00000537393	23533683	23949647		XM_017019888	
12	ENSG00000134532	ENST00000537393	23533683	23949647		XM_011520831	
12	ENSG00000134532	ENST00000541536	23533787	23896027			
12	ENSG00000134532	ENST00000646273	23533787	24562449	NM_001261414		
12	ENSG00000134532	ENST00000396007	23534034	23584612	NM_178010	XM_011520842	
12	ENSG00000134532	ENST00000545921	23534048	23951032	NM_001261415	XM_011520833	
12	ENSG00000134532	ENST00000367206	23536530	23950920			
12	ENSG00000134532	ENST00000535530	23563316	23738506			
12	ENSG00000134532	ENST00000542241	23575659	23632194			
12	ENSG00000134532	ENST00000536629	23575813	23738506			
12	ENSG00000134532	ENST00000536911	23603921	23734715			
12	ENSG00000134532	ENST00000541847	23740851	23950907			
12	ENSG00000134532	ENST00000441133	23762475	23951020			
12	ENSG00000134532	ENST00000538083	23845991	23944352			
12	ENSG00000134532	ENST00000536729	23845999	24357430			
12	ENSG00000134532	ENST00000446891	23895852	24562487			
12	ENSG00000134532	ENST00000536850	23920038	23949592			
12	ENSG00000134532	ENST00000429944	24277250	24562493			
12	ENSG00000134532	ENST00000456299	24331286	24562544			
12	ENSG00000134532	ENST00000538905	24367935	24562382			
12	ENSG00000134532	ENST00000381381	23532298	23949703			
13	ENSG00000133116	ENST00000380099	33016433	33066145	NM_004795	XM_006719895	
13	ENSG00000133116	ENST00000487852	33016433	33064303			
13	ENSG00000198824	ENST00000361283	114314335	114327330	NM_001164145		
13	ENSG00000198824	ENST00000361283	114314335	114327330	NM_032436		
13	ENSG00000198824	ENST00000361283	114314335	114327330	NM_001164144		
13	ENSG00000198824	ENST00000646956	114314482	114337626			
13	ENSG00000198824	ENST00000463003	114314488	114324279			
13	ENSG00000198824	ENST00000645174	114314490	114324208			
13	ENSG00000198824	ENST00000646155	114314521	114337626			
13	ENSG00000198824	ENST00000478022	114314531	114322441			
13	ENSG00000198824	ENST00000644294	114314548	114324425			
13	ENSG00000198824	ENST00000643483	114322200	114327321			
13	ENSG00000102755	ENST00000282397	28300344	28495095	NM_002019	XM_017020485	
13	ENSG00000102755	ENST00000541932	28368096	28495128	NM_001160030	XM_011535014	
13	ENSG00000102755	ENST00000615840	28385548	28495079	NM_001159920		
13	ENSG00000102755	ENST00000639477	28385567	28495145			
13	ENSG00000102755	ENST00000539099	28399044	28495128	NM_001160031		
13	ENSG00000102755	ENST00000615611	28303126	28328415			
13	ENSG00000102755	ENST00000540678	28303144	28346289			
13	ENSG00000102755	ENST00000617835	28303126	28308434			
13	ENSG00000102755	ENST00000543394	28303134	28322633			
13	ENSG00000102524	ENST00000486502	108251240	108270417			
13	ENSG00000102524	ENST00000375887	108269718	108308484	NM_006573		
13	ENSG00000102524	ENST00000479435	108270227	108303604			
13	ENSG00000102524	ENST00000493765	108303306	108307033			
13	ENSG00000102524	ENST00000430559	108269629	108308484	NM_001145645		
13	ENSG00000102524	ENST00000542136	108269896	108303467			
13	ENSG00000120694	ENST00000320027	31135049	31161927	NM_006644	XM_011534888	
13	ENSG00000120694	ENST00000320027	31135049	31161927	NM_006644	XM_017020361	
13	ENSG00000120694	ENST00000435381	31136625	31138568			
13	ENSG00000120694	ENST00000630972	31136625	31162388	NM_001286504	XM_017020362	
13	ENSG00000120694	ENST00000630972	31136625	31162388	NM_001286504	XM_011534887	
13	ENSG00000120694	ENST00000630972	31136625	31162388	NM_001286504	XM_005266236	
13	ENSG00000120694	ENST00000380405	31136628	31161927	NM_001286503	XM_017020364	
13	ENSG00000120694	ENST00000380405	31136628	31161927	NM_001286503	XM_017020363	
13	ENSG00000120694	ENST00000602786	31136628	31161927			
13	ENSG00000120694	ENST00000626866	31136973	31152501			
13	ENSG00000120694	ENST00000469538	31138539	31139182			
13	ENSG00000120694	ENST00000629751	31153979	31162039			
13	ENSG00000120694	ENST00000445273	31134974	31162388	NM_001286505		
13	ENSG00000102678	ENST00000382353	21671383	21704498	NM_002010		
13	ENSG00000102678	ENST00000461657	21674002	21701298			
13	ENSG00000102678	ENST00000478546	21681113	21701832			
13	ENSG00000080618	ENST00000645658	46053195	46105018			
13	ENSG00000080618	ENST00000181383	46053195	46105033	NM_001872	XM_017020393	
13	ENSG00000080618	ENST00000439329	46053217	46105028	NM_001278541		
13	ENSG00000184564	ENST00000647374	85792787	85799386	NM_032229		
13	ENSG00000184564	ENST00000400286	85792787	85799488			
13	ENSG00000184564	ENST00000643778	85793874	85806683			
13	ENSG00000184564	ENST00000645642	85795913	85799433			
13	ENSG00000127870	ENST00000468480	26132115	26222261			
13	ENSG00000127870	ENST00000346166	26212762	26221842	NM_183043		
13	ENSG00000127870	ENST00000381588	26212768	26222493	NM_005977	XM_011535178	
13	ENSG00000127870	ENST00000381588	26212768	26222493	NM_005977	XM_017020685	
13	ENSG00000127870	ENST00000381588	26212768	26222493	NM_005977	XM_017020686	
13	ENSG00000127870	ENST00000381588	26212768	26222493	NM_005977	XM_005266485	
13	ENSG00000127870	ENST00000381588	26212768	26222493	NM_005977	XM_011535177	
13	ENSG00000127870	ENST00000381588	26212768	26222493	NM_183045	XM_011535178	
13	ENSG00000127870	ENST00000381588	26212768	26222493	NM_183045	XM_017020685	
13	ENSG00000127870	ENST00000381588	26212768	26222493	NM_183045	XM_017020686	
13	ENSG00000127870	ENST00000381588	26212768	26222493	NM_183045	XM_005266485	
13	ENSG00000127870	ENST00000381588	26212768	26222493	NM_183045	XM_011535177	
13	ENSG00000127870	ENST00000381570	26212775	26221703	NM_183044	XM_005266486	
13	ENSG00000127870	ENST00000381570	26212775	26221703	NM_183044	XM_017020687	
13	ENSG00000127870	ENST00000498039	26215139	26221810			
13	ENSG00000127870	ENST00000476347	26219296	26221691			
13	ENSG00000127870	ENST00000474280	26221253	26222089			
13	ENSG00000043355	ENST00000376335	99981772	99986773	NM_007129	XM_011521110	
13	ENSG00000043355	ENST00000490085	99984289	99985492			
13	ENSG00000043355	ENST00000468291	99984689	99985492			
13	ENSG00000043355	ENST00000477213	99984789	99985474			
13	ENSG00000043355	ENST00000481565	99985494	99985904			
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_006531	XM_017020757	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_006531	XM_017020773	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_006531	XM_011535242	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_006531	XM_011535243	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_006531	XM_017020765	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_006531	XM_017020772	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_006531	XM_017020764	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_006531	XM_017020769	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_006531	XM_017020767	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_006531	XM_006719870	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_006531	XM_017020766	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_006531	XM_017020774	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_001318491	XM_017020757	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_001318491	XM_017020773	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_001318491	XM_011535242	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_001318491	XM_011535243	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_001318491	XM_017020765	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_001318491	XM_017020772	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_001318491	XM_017020764	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_001318491	XM_017020769	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_001318491	XM_017020767	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_001318491	XM_006719870	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_001318491	XM_017020766	
13	ENSG00000032742	ENST00000351808	20567069	20691362	NM_001318491	XM_017020774	
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001318493	XM_017020771	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001318493	XM_005266553	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001318493	XM_017020763	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001318493	XM_017020759	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001318493	XM_017020768	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001318493	XM_017020758	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001318493	XM_017020775	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001318493	XM_017020770	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001318493	XM_017020762	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001318493	XM_017020760	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001318493	XM_011535241	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001318493	XM_017020761	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_175605	XM_017020771	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_175605	XM_005266553	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_175605	XM_017020763	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_175605	XM_017020759	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_175605	XM_017020768	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_175605	XM_017020758	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_175605	XM_017020775	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_175605	XM_017020770	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_175605	XM_017020762	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_175605	XM_017020760	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_175605	XM_011535241	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_175605	XM_017020761	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001353566	XM_017020771	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001353566	XM_005266553	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001353566	XM_017020763	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001353566	XM_017020759	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001353566	XM_017020768	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001353566	XM_017020758	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001353566	XM_017020775	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001353566	XM_017020770	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001353566	XM_017020762	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001353566	XM_017020760	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001353566	XM_011535241	NR_134653
13	ENSG00000032742	ENST00000319980	20567138	20691437	NM_001353566	XM_017020761	NR_134653
13	ENSG00000032742	ENST00000389373	20567166	20583016			
13	ENSG00000032742	ENST00000537103	20597014	20642896			
13	ENSG00000032742	ENST00000461115	20605056	20632139			
13	ENSG00000032742	ENST00000482172	20615791	20691217			
13	ENSG00000032742	ENST00000470695	20663265	20671039			
14	ENSG00000100749	ENST00000216639	96797304	96881613	NM_003384	XM_017021624	
14	ENSG00000100749	ENST00000216639	96797304	96881613	NM_003384	XM_006720247	
14	ENSG00000100749	ENST00000216639	96797304	96881613	NM_003384	XM_017021626	
14	ENSG00000100749	ENST00000216639	96797304	96881613	NM_003384	XM_017021625	
14	ENSG00000100749	ENST00000216639	96797304	96881613	NM_003384	XM_011537132	
14	ENSG00000100749	ENST00000216639	96797304	96881613	NM_003384	XM_017021622	
14	ENSG00000100749	ENST00000555351	96797385	96853055			
14	ENSG00000100749	ENST00000557222	96852888	96931722			
14	ENSG00000100749	ENST00000557352	96855304	96860922			
14	ENSG00000100749	ENST00000555067	96858909	96881391			
14	ENSG00000100749	ENST00000553683	96876029	96881259			
14	ENSG00000100749	ENST00000555402	96877390	96881407			
14	ENSG00000179627	ENST00000555360	104800596	104802486		XM_017020911	
14	ENSG00000179627	ENST00000342537	104800913	104804712	NM_001137601		
14	ENSG00000100883	ENST00000556994	34981957	35029567			
14	ENSG00000100883	ENST00000554803	34982682	34999610			
14	ENSG00000100883	ENST00000555746	34982701	35000987			
14	ENSG00000100883	ENST00000553544	34982973	34996924			
14	ENSG00000100883	ENST00000555317	34982992	34999866			
14	ENSG00000100883	ENST00000555557	34983025	35029454		XM_017021615	
14	ENSG00000100883	ENST00000556380	34983105	35013434			
14	ENSG00000100883	ENST00000555535	34993244	35004608			
14	ENSG00000100883	ENST00000553923	35014758	35019391			
14	ENSG00000100883	ENST00000556445	35018629	35019358			
14	ENSG00000100883	ENST00000556992	35027730	35029135			
14	ENSG00000100883	ENST00000546080	34982898	35029565	NM_001146282		
14	ENSG00000100883	ENST00000216774	34982898	35029565	NM_003136	XM_005268024	
14	ENSG00000100883	ENST00000216774	34982898	35029565	NM_003136	XM_011537106	
14	ENSG00000100883	ENST00000630962	34996710	35008697			
14	ENSG00000027075	ENST00000555185	61187559	61530584			
14	ENSG00000027075	ENST00000557294	61187569	61322455			
14	ENSG00000027075	ENST00000556778	61187569	61453265			
14	ENSG00000027075	ENST00000555542	61280953	61443211			
14	ENSG00000027075	ENST00000555906	61281149	61449252			
14	ENSG00000027075	ENST00000554835	61281184	61299854			
14	ENSG00000027075	ENST00000332981	61321717	61550976	NM_006255	XM_011536956	
14	ENSG00000027075	ENST00000332981	61321717	61550976	NM_006255	XM_011536957	
14	ENSG00000027075	ENST00000555082	61322664	61550976		XM_017021458	
14	ENSG00000027075	ENST00000555082	61322664	61550976		XM_011536954	
14	ENSG00000027075	ENST00000555082	61322664	61550976		XM_011536955	
14	ENSG00000027075	ENST00000552875	61322753	61353989			
14	ENSG00000027075	ENST00000553830	61326913	61445721			
14	ENSG00000027075	ENST00000553831	61344242	61450872			
14	ENSG00000027075	ENST00000553726	61344324	61457181			
14	ENSG00000027075	ENST00000553265	61347891	61450885			
14	ENSG00000027075	ENST00000556164	61361074	61449247			
14	ENSG00000027075	ENST00000557585	61390694	61457557		XM_017021459	
14	ENSG00000027075	ENST00000557473	61442558	61450941			
14	ENSG00000027075	ENST00000553889	61452771	61457653			
14	ENSG00000027075	ENST00000557559	61456842	61457625			
14	ENSG00000027075	ENST00000555604	61457506	61476516			
14	ENSG00000027075	ENST00000555233	61463069	61529209			
14	ENSG00000027075	ENST00000536400	61477167	61549946			
14	ENSG00000027075	ENST00000555628	61492193	61547864			
14	ENSG00000027075	ENST00000555110	61525090	61529205			
14	ENSG00000027075	ENST00000555382	61525652	61547886			
14	ENSG00000027075	ENST00000557599	61525652	61549802			
14	ENSG00000027075	ENST00000553846	61527937	61547846			
14	ENSG00000027075	ENST00000556245	61543362	61550972			
14	ENSG00000027075	ENST00000640011	61485535	61529238			
14	ENSG00000140092	ENST00000556961	91869412	91874816			
14	ENSG00000140092	ENST00000267620	91869441	91947399			
14	ENSG00000140092	ENST00000342058	91870042	91947823	NM_006329	XM_011536357	
14	ENSG00000140092	ENST00000342058	91870042	91947823	NM_006329	XM_011536358	
14	ENSG00000140092	ENST00000342058	91870042	91947823	NM_006329	XM_017020929	
14	ENSG00000140092	ENST00000556154	91870043	91947074		XM_005267267	
14	ENSG00000140092	ENST00000556154	91870043	91947074		XM_011536356	
14	ENSG00000140092	ENST00000554121	91870227	91878042			
14	ENSG00000140092	ENST00000557088	91895008	91947584			
14	ENSG00000140092	ENST00000557462	91937011	91947236			
14	ENSG00000140092	ENST00000554468	91937053	91947987			
14	ENSG00000140092	ENST00000557570	91940565	91947691			
14	ENSG00000100815	ENST00000267622	91965991	92040059	NM_004239		
14	ENSG00000100815	ENST00000267622	91965991	92040059	NM_001321851		
14	ENSG00000100815	ENST00000554357	91969513	92015751		XM_017021787	
14	ENSG00000100815	ENST00000554357	91969513	92015751		XM_017021788	
14	ENSG00000100815	ENST00000557017	91975172	91999379			
14	ENSG00000100815	ENST00000555516	92015833	92040896			
14	ENSG00000100815	ENST00000555105	92030541	92040017			
14	ENSG00000100479	ENST00000554851	49643555	49651484			
14	ENSG00000100479	ENST00000556937	49643555	49655064			
14	ENSG00000100479	ENST00000216367	49643560	49688303	NM_001348384	XM_017021375	
14	ENSG00000100479	ENST00000216367	49643560	49688303	NM_001348384	XM_011536843	
14	ENSG00000100479	ENST00000216367	49643560	49688303	NM_001348384	XM_017021374	
14	ENSG00000100479	ENST00000216367	49643560	49688303	NM_001348385	XM_017021375	
14	ENSG00000100479	ENST00000216367	49643560	49688303	NM_001348385	XM_011536843	
14	ENSG00000100479	ENST00000216367	49643560	49688303	NM_001348385	XM_017021374	
14	ENSG00000100479	ENST00000216367	49643560	49688303	NM_002692	XM_017021375	
14	ENSG00000100479	ENST00000216367	49643560	49688303	NM_002692	XM_011536843	
14	ENSG00000100479	ENST00000216367	49643560	49688303	NM_002692	XM_017021374	
14	ENSG00000100479	ENST00000554671	49643564	49647360			
14	ENSG00000100479	ENST00000555724	49643564	49647360			
14	ENSG00000100479	ENST00000539565	49643585	49688422	NM_001197330	XM_011536842	
14	ENSG00000100479	ENST00000556584	49643586	49688197			
14	ENSG00000100479	ENST00000554377	49650119	49654320			
14	ENSG00000100479	ENST00000554396	49650188	49688210	NM_001197331	XM_011536844	
14	ENSG00000100479	ENST00000553850	49653925	49654463			
14	ENSG00000100479	ENST00000553805	49679474	49688203			
14	ENSG00000187790	ENST00000556036	45135940	45167423	NM_001308134		
14	ENSG00000187790	ENST00000267430	45135947	45200887	NM_020937	XM_017021523	
14	ENSG00000187790	ENST00000267430	45135947	45200887	NM_020937	XM_011537034	
14	ENSG00000187790	ENST00000542564	45135954	45200028	NM_001308133	XM_011537035	
14	ENSG00000187790	ENST00000542564	45135954	45200028	NM_001308133	XM_017021524	
14	ENSG00000187790	ENST00000554030	45136514	45137959			
14	ENSG00000187790	ENST00000556250	45154759	45200890		XM_017021525	
14	ENSG00000187790	ENST00000556250	45154759	45200890		XM_017021527	
14	ENSG00000187790	ENST00000556250	45154759	45200890		XM_017021526	
14	ENSG00000187790	ENST00000556250	45154759	45200890		XM_011537037	
14	ENSG00000187790	ENST00000554809	45175958	45200071			
14	ENSG00000187790	ENST00000555013	45180835	45187848			
14	ENSG00000187790	ENST00000557110	45196172	45199927			
14	ENSG00000187790	ENST00000555484	45196454	45200031			
14	ENSG00000187790	ENST00000553551	45198435	45199971			
14	ENSG00000119650	ENST00000555677	75902136	76022631			
14	ENSG00000119650	ENST00000542766	75985770	76084073			NR_045664
14	ENSG00000119650	ENST00000542766	75985770	76084073			NR_045665
14	ENSG00000119650	ENST00000554026	75985780	76083701			
14	ENSG00000119650	ENST00000555305	75985780	76084585			
14	ENSG00000119650	ENST00000555370	75985782	76059376			
14	ENSG00000119650	ENST00000238628	75985782	76083746	NM_052873		
14	ENSG00000119650	ENST00000556742	75985784	76059271	NM_001255995		
14	ENSG00000119650	ENST00000553338	75985794	76022402			
14	ENSG00000119650	ENST00000553438	76022325	76082625			
14	ENSG00000119650	ENST00000554423	76058171	76059348			
14	ENSG00000119650	ENST00000554233	76058324	76059610			
14	ENSG00000119650	ENST00000314067	75985753	76083749	NM_001102564		
14	ENSG00000100503	ENST00000476352	50719817	50831046			
14	ENSG00000100503	ENST00000530997	50721497	50822056			
14	ENSG00000100503	ENST00000555984	50723418	50726414			
14	ENSG00000100503	ENST00000382043	50725827	50830479			
14	ENSG00000100503	ENST00000389869	50725828	50766795			
